Player Name,Team,Date,Location,TOI,G,A,+/-,S,B,PM,TK,GV,FO
Nathan Bastian,Devils,2024-10-04,Away,10:01,0,2,2,1,0,2,0,0,0/0
Jesper Bratt,Devils,2024-10-04,Away,17:27,0,0,0,2,1,0,0,0,0/0
Paul Cotter,Devils,2024-10-04,Away,10:13,1,1,2,2,2,0,0,0,1/1
Erik Haula,Devils,2024-10-04,Away,14:16,0,0,0,0,1,2,0,2,6/12
Nico Hischier,Devils,2024-10-04,Away,18:15,1,0,2,4,1,0,0,0,15/28
Jack Hughes,Devils,2024-10-04,Away,18:35,0,0,0,2,1,0,0,1,1/10
Curtis Lazar,Devils,2024-10-04,Away,11:18,0,0,1,0,0,2,0,0,0/6
Timo Meier,Devils,2024-10-04,Away,18:11,0,0,0,2,0,0,0,1,1/1
Dawson Mercer,Devils,2024-10-04,Away,17:17,0,1,1,0,0,0,1,4,1/1
Stefan Noesen,Devils,2024-10-04,Away,13:11,1,0,0,1,0,0,0,2,0/0
Ondrej Palat,Devils,2024-10-04,Away,13:46,0,0,0,1,1,0,0,1,0/0
Tomas Tatar,Devils,2024-10-04,Away,12:58,0,0,1,0,0,0,0,0,0/0
Seamus Casey,Devils,2024-10-04,Away,13:14,0,0,0,0,1,0,0,1,0/0
Brenden Dillon,Devils,2024-10-04,Away,22:59,0,0,1,1,1,0,0,4,0/0
Dougie Hamilton,Devils,2024-10-04,Away,21:59,0,0,1,4,0,0,0,1,0/0
Johnathan Kovacevic,Devils,2024-10-04,Away,20:29,1,1,2,1,3,0,0,0,0/0
Simon Nemec,Devils,2024-10-04,Away,17:13,0,0,0,1,3,2,1,1,0/0
Jonas Siegenthaler,Devils,2024-10-04,Away,21:00,0,1,2,1,3,0,0,1,0/0
Nathan Bastian,Devils,2024-10-05,Home,10:53,0,0,0,0,1,0,0,0,0/0
Jesper Bratt,Devils,2024-10-05,Home,19:19,0,1,0,5,0,0,0,2,0/0
Paul Cotter,Devils,2024-10-05,Home,16:42,1,0,1,2,0,0,0,1,0/0
Erik Haula,Devils,2024-10-05,Home,12:16,0,1,0,0,0,0,0,2,6/7
Nico Hischier,Devils,2024-10-05,Home,20:44,0,0,0,1,2,0,1,3,21/30
Jack Hughes,Devils,2024-10-05,Home,20:37,0,2,1,6,1,0,0,1,1/4
Curtis Lazar,Devils,2024-10-05,Home,11:07,0,0,0,1,0,0,0,1,3/7
Kurtis MacDermid,Devils,2024-10-05,Home,03:39,0,0,0,0,1,0,0,0,0/0
Timo Meier,Devils,2024-10-05,Home,19:24,1,0,0,8,3,0,0,0,0/0
Dawson Mercer,Devils,2024-10-05,Home,20:33,0,0,0,1,0,0,2,2,0/0
Stefan Noesen,Devils,2024-10-05,Home,11:48,0,1,1,2,0,0,1,0,2/3
Tomas Tatar,Devils,2024-10-05,Home,15:32,0,0,0,3,0,0,0,2,0/0
Seamus Casey,Devils,2024-10-05,Home,12:09,1,0,0,2,1,0,0,3,0/0
Brenden Dillon,Devils,2024-10-05,Home,14:48,0,0,1,1,5,9,0,1,0/0
Dougie Hamilton,Devils,2024-10-05,Home,22:52,0,0,1,3,3,0,0,3,0/0
Johnathan Kovacevic,Devils,2024-10-05,Home,23:43,0,0,0,0,1,0,0,1,0/0
Simon Nemec,Devils,2024-10-05,Home,15:25,0,0,0,0,4,0,1,0,0/0
