Player Name,Team,Date,Location,TOI,G,A,+/-,S,B,PM,TK,GV,FO
Nils Aman,Canucks,2024-10-09,Home,12:13,0,0,-1,0,0,0,0,0,0/1
Teddy Blueger,Canucks,2024-10-09,Home,13:23,0,0,-1,1,0,0,1,2,7/16
Brock Boeser,Canucks,2024-10-09,Home,18:21,2,0,0,3,0,0,0,0,0/1
Jake DeBrusk,Canucks,2024-10-09,Home,18:44,0,1,0,2,1,0,2,0,0/0
Conor Garland,Canucks,2024-10-09,Home,17:05,1,0,0,2,1,0,0,0,0/0
Danton Heinen,Canucks,2024-10-09,Home,14:00,0,1,0,0,2,2,0,1,3/3
Nils Hoglander,Canucks,2024-10-09,Home,15:04,0,1,0,2,0,0,0,0,0/0
J.T. Miller,Canucks,2024-10-09,Home,17:45,1,1,0,3,1,5,0,2,12/21
Elias Pettersson,Canucks,2024-10-09,Home,23:34,0,1,0,1,1,0,0,2,7/15
Aatu Raty,Canucks,2024-10-09,Home,08:46,0,1,0,0,0,0,0,0,5/6
Kiefer Sherwood,Canucks,2024-10-09,Home,13:44,0,0,-1,2,0,2,0,0,1/2
Daniel Sprong,Canucks,2024-10-09,Home,13:07,1,0,-1,2,0,0,0,2,0/0
Vincent Desharnais,Canucks,2024-10-09,Home,13:11,0,0,-2,0,2,4,1,0,0/0
Derek Forbort,Canucks,2024-10-09,Home,16:53,0,0,-2,1,1,2,0,1,0/0
Filip Hronek,Canucks,2024-10-09,Home,22:23,0,1,1,2,1,0,0,1,0/0
Quinn Hughes,Canucks,2024-10-09,Home,23:48,0,2,2,0,2,0,0,2,0/0
Tyler Myers,Canucks,2024-10-09,Home,19:38,0,0,-1,2,1,0,1,0,0/0
Carson Soucy,Canucks,2024-10-09,Home,18:58,0,0,-1,1,0,0,1,1,0/0
Teddy Blueger,Canucks,2024-10-11,Home,13:33,1,0,1,3,0,0,1,0,8/15
Brock Boeser,Canucks,2024-10-11,Home,22:49,0,0,0,2,0,0,0,1,0/0
Jake DeBrusk,Canucks,2024-10-11,Home,16:31,0,0,0,4,2,0,0,1,0/0
Conor Garland,Canucks,2024-10-11,Home,20:13,0,1,1,2,0,0,1,0,1/1
