Player Name,Team,Date,Location,TOI,G,A,+/-,S,B,PM,TK,GV,FO
Jonatan Berggren,Red,2024-10-10,Home,11:53,0,0,1,1,1,0,0,1,0/0
J.T. Compher,Red,2024-10-10,Home,17:10,0,0,-1,0,0,0,0,1,2/14
Andrew Copp,Red,2024-10-10,Home,14:03,0,0,-1,2,0,2,0,0,9/17
Alex DeBrincat,Red,2024-10-10,Home,20:09,2,1,-2,5,0,0,0,0,0/0
Christian Fischer,Red,2024-10-10,Home,13:34,0,0,-1,0,1,0,1,1,0/0
Patrick Kane,Red,2024-10-10,Home,17:45,0,0,-1,3,0,0,0,0,0/0
Dylan Larkin,Red,2024-10-10,Home,21:13,0,1,-2,1,1,0,0,0,15/29
Tyler Motte,Red,2024-10-10,Home,11:03,0,0,0,2,1,0,2,1,0/0
Michael Rasmussen,Red,2024-10-10,Home,13:31,0,0,1,2,3,0,0,1,1/3
Lucas Raymond,Red,2024-10-10,Home,19:33,0,2,-2,1,0,0,2,0,0/0
Vladimir Tarasenko,Red,2024-10-10,Home,13:50,1,0,0,4,0,0,0,1,0/0
Joe Veleno,Red,2024-10-10,Home,11:37,0,0,0,0,1,0,0,2,5/6
Ben Chiarot,Red,2024-10-10,Home,18:03,0,0,-2,1,2,0,0,1,0/0
Simon Edvinsson,Red,2024-10-10,Home,19:18,0,0,-2,3,0,2,0,0,0/0
Erik Gustafsson,Red,2024-10-10,Home,20:11,0,1,-2,3,1,0,0,1,0/0
Olli Maatta,Red,2024-10-10,Home,18:02,0,0,0,0,2,0,0,1,0/0
Jeff Petry,Red,2024-10-10,Home,09:34,0,0,-1,1,0,0,0,2,0/0
Moritz Seider,Red,2024-10-10,Home,26:43,0,1,0,3,1,0,2,1,0/0
Jonatan Berggren,Red,2024-10-12,Home,09:04,0,0,0,2,0,0,0,0,0/0
J.T. Compher,Red,2024-10-12,Home,19:50,1,0,2,4,2,0,1,1,6/19
Andrew Copp,Red,2024-10-12,Home,14:40,1,0,1,2,2,0,0,0,2/13
Alex DeBrincat,Red,2024-10-12,Home,16:45,0,0,0,1,2,0,1,3,0/0
Christian Fischer,Red,2024-10-12,Home,04:29,0,0,0,0,1,0,0,0,0/0
Patrick Kane,Red,2024-10-12,Home,17:47,0,0,0,1,0,0,0,0,0/0
Dylan Larkin,Red,2024-10-12,Home,22:03,1,0,1,2,1,2,1,4,16/26
Tyler Motte,Red,2024-10-12,Home,14:24,0,0,0,1,0,0,0,0,0/0
Michael Rasmussen,Red,2024-10-12,Home,15:15,0,0,1,0,0,0,0,1,1/3
Lucas Raymond,Red,2024-10-12,Home,18:45,0,1,3,1,0,0,0,0,0/0
Vladimir Tarasenko,Red,2024-10-12,Home,11:31,0,0,1,1,0,0,0,1,0/0
Joe Veleno,Red,2024-10-12,Home,13:07,0,0,0,4,3,0,1,3,4/5
Ben Chiarot,Red,2024-10-12,Home,25:33,0,1,2,0,4,2,0,2,0/0
Simon Edvinsson,Red,2024-10-12,Home,19:42,0,1,1,1,3,0,3,2,0/0
Justin Holl,Red,2024-10-12,Home,18:10,0,0,1,0,4,0,0,1,0/0
Albert Johansson,Red,2024-10-12,Home,11:57,0,0,0,1,1,0,0,2,0/0
Olli Maatta,Red,2024-10-12,Home,15:11,0,0,0,0,2,0,0,0,0/0
Moritz Seider,Red,2024-10-12,Home,25:47,0,1,2,1,7,2,2,1,0/0
Jonatan Berggren,Red,2024-10-14,Away,12:54,0,0,-1,3,0,0,0,0,0/0
J.T. Compher,Red,2024-10-14,Away,20:24,0,0,-1,5,2,0,0,0,9/20
Andrew Copp,Red,2024-10-14,Away,14:46,0,0,-1,1,1,0,0,0,5/13
Alex DeBrincat,Red,2024-10-14,Away,17:46,0,0,0,2,1,0,0,1,0/1
Patrick Kane,Red,2024-10-14,Away,19:12,0,1,0,2,0,0,0,1,0/0
Dylan Larkin,Red,2024-10-14,Away,23:37,1,0,1,2,2,0,0,0,7/21
