Player Name,Team,Date,Location,TOI,G,A,+/-,S,B,PM,TK,GV,FO
Joey Anderson,Blackhawks,2024-10-08,Away,11:07,0,0,-1,2,1,0,0,1,0/0
Connor Bedard,Blackhawks,2024-10-08,Away,21:14,0,2,1,5,1,0,0,2,9/16
Tyler Bertuzzi,Blackhawks,2024-10-08,Away,17:20,0,0,-2,2,0,0,0,0,0/0
Jason Dickinson,Blackhawks,2024-10-08,Away,11:43,0,0,-2,2,0,2,0,0,8/13
Ryan Donato,Blackhawks,2024-10-08,Away,13:52,0,0,-2,0,1,0,0,1,2/8
Nick Foligno,Blackhawks,2024-10-08,Away,13:54,1,0,-1,2,0,0,0,0,1/2
Taylor Hall,Blackhawks,2024-10-08,Away,17:28,0,0,-2,2,0,0,0,1,2/4
Philipp Kurashev,Blackhawks,2024-10-08,Away,17:55,0,0,-2,1,0,0,1,1,8/13
Patrick Maroon,Blackhawks,2024-10-08,Away,13:27,0,0,-1,1,0,10,0,3,0/1
Ilya Mikheyev,Blackhawks,2024-10-08,Away,15:50,0,0,1,2,0,0,1,1,0/0
Craig Smith,Blackhawks,2024-10-08,Away,12:13,0,0,-1,0,0,0,0,0,0/1
Teuvo Teravainen,Blackhawks,2024-10-08,Away,20:34,1,0,1,1,1,0,0,1,0/2
Nolan Allan,Blackhawks,2024-10-08,Away,10:26,0,0,0,0,0,0,0,0,0/0
TJ Brodie,Blackhawks,2024-10-08,Away,16:45,0,0,-2,1,0,0,0,0,0/0
Seth Jones,Blackhawks,2024-10-08,Away,26:42,0,1,0,2,0,0,0,0,0/0
Alec Martinez,Blackhawks,2024-10-08,Away,24:31,0,0,-2,2,3,0,1,3,0/0
Connor Murphy,Blackhawks,2024-10-08,Away,15:15,0,0,0,0,2,5,1,0,0/0
Alex Vlasic,Blackhawks,2024-10-08,Away,19:02,0,1,-1,1,3,0,1,2,0/0
Joey Anderson,Blackhawks,2024-10-11,Away,15:44,0,0,-1,1,1,0,0,0,0/0
Andreas Athanasiou,Blackhawks,2024-10-11,Away,09:21,0,0,0,2,1,0,1,0,1/3
Connor Bedard,Blackhawks,2024-10-11,Away,18:44,0,0,0,1,0,0,0,0,5/16
Tyler Bertuzzi,Blackhawks,2024-10-11,Away,16:17,0,0,0,2,0,0,0,1,0/0
Jason Dickinson,Blackhawks,2024-10-11,Away,14:42,0,0,0,0,0,0,1,1,3/15
Ryan Donato,Blackhawks,2024-10-11,Away,10:51,1,0,1,1,0,0,0,0,1/2
Nick Foligno,Blackhawks,2024-10-11,Away,16:09,0,0,0,4,1,0,0,1,6/9
Taylor Hall,Blackhawks,2024-10-11,Away,15:02,0,0,-1,2,1,0,0,1,1/1
Philipp Kurashev,Blackhawks,2024-10-11,Away,15:53,0,0,-1,3,0,0,0,0,5/14
Patrick Maroon,Blackhawks,2024-10-11,Away,11:43,0,1,1,2,0,2,0,0,0/0
Ilya Mikheyev,Blackhawks,2024-10-11,Away,17:30,0,0,-1,0,1,0,0,1,0/0
Teuvo Teravainen,Blackhawks,2024-10-11,Away,16:13,0,0,0,1,0,0,0,1,0/0
TJ Brodie,Blackhawks,2024-10-11,Away,18:18,0,0,1,0,1,0,1,0,0/0
Seth Jones,Blackhawks,2024-10-11,Away,24:10,0,0,-1,2,2,0,0,0,0/0
Wyatt Kaiser,Blackhawks,2024-10-11,Away,15:01,0,0,0,1,5,0,0,1,0/0
Alec Martinez,Blackhawks,2024-10-11,Away,22:16,0,0,0,1,3,0,0,0,0/0
Connor Murphy,Blackhawks,2024-10-11,Away,17:57,0,0,0,1,2,2,0,1,0/0
Alex Vlasic,Blackhawks,2024-10-11,Away,22:03,0,0,-1,2,0,0,0,1,0/0
Joey Anderson,Blackhawks,2024-10-12,Away,14:15,0,0,0,0,2,0,0,0,0/0
Andreas Athanasiou,Blackhawks,2024-10-12,Away,10:47,0,0,0,0,2,0,0,0,3/11
Connor Bedard,Blackhawks,2024-10-12,Away,18:06,1,2,1,1,2,0,0,0,1/10
Tyler Bertuzzi,Blackhawks,2024-10-12,Away,14:16,0,0,1,1,0,0,0,0,0/0
Jason Dickinson,Blackhawks,2024-10-12,Away,15:23,0,0,-1,2,2,0,1,1,5/17
Ryan Donato,Blackhawks,2024-10-12,Away,12:34,0,0,0,0,0,2,1,1,0/0
Nick Foligno,Blackhawks,2024-10-12,Away,19:25,0,0,1,0,2,0,1,0,7/9
Taylor Hall,Blackhawks,2024-10-12,Away,13:43,0,1,1,2,1,0,3,2,0/1
Philipp Kurashev,Blackhawks,2024-10-12,Away,14:57,1,0,1,3,0,0,0,0,8/14
Patrick Maroon,Blackhawks,2024-10-12,Away,11:38,0,0,0,1,0,0,0,0,0/0
Ilya Mikheyev,Blackhawks,2024-10-12,Away,14:04,0,0,0,0,0,0,0,0,0/0
Teuvo Teravainen,Blackhawks,2024-10-12,Away,17:26,2,2,0,6,0,0,0,1,1/1
TJ Brodie,Blackhawks,2024-10-12,Away,15:52,0,1,-1,0,2,0,0,1,0/0
Seth Jones,Blackhawks,2024-10-12,Away,24:55,1,2,1,3,2,2,1,0,0/0
Wyatt Kaiser,Blackhawks,2024-10-12,Away,16:33,0,1,1,0,3,0,1,1,0/0
Alec Martinez,Blackhawks,2024-10-12,Away,18:20,0,0,0,0,7,0,0,0,0/0
Connor Murphy,Blackhawks,2024-10-12,Away,19:11,0,0,0,1,6,2,0,1,0/0
Alex Vlasic,Blackhawks,2024-10-12,Away,23:50,0,1,0,0,4,0,1,2,0/0
Joey Anderson,Blackhawks,2024-10-15,Away,12:03,0,0,0,1,0,0,1,0,2/2
Andreas Athanasiou,Blackhawks,2024-10-15,Away,09:12,0,0,-1,3,0,0,0,0,5/10
Connor Bedard,Blackhawks,2024-10-15,Away,20:14,0,0,0,7,0,2,0,1,3/9
Tyler Bertuzzi,Blackhawks,2024-10-15,Away,17:37,0,0,0,2,0,0,0,0,0/0
Jason Dickinson,Blackhawks,2024-10-15,Away,13:24,0,0,0,0,0,0,2,1,3/9
Nick Foligno,Blackhawks,2024-10-15,Away,18:46,1,0,0,3,1,2,0,0,6/10
Taylor Hall,Blackhawks,2024-10-15,Away,16:57,0,0,-1,3,0,0,0,1,1/2
Philipp Kurashev,Blackhawks,2024-10-15,Away,18:06,0,0,-1,0,1,2,1,0,11/22
Patrick Maroon,Blackhawks,2024-10-15,Away,11:06,0,0,-1,0,0,0,1,0,0/0
Ilya Mikheyev,Blackhawks,2024-10-15,Away,13:16,0,0,0,1,0,0,0,0,0/0
Craig Smith,Blackhawks,2024-10-15,Away,09:14,0,0,-1,2,1,0,0,2,1/2
Teuvo Teravainen,Blackhawks,2024-10-15,Away,20:24,0,0,0,2,0,0,1,2,0/0
TJ Brodie,Blackhawks,2024-10-15,Away,15:29,0,0,0,0,3,0,0,1,0/0
Seth Jones,Blackhawks,2024-10-15,Away,25:25,0,1,0,4,2,0,0,1,0/0
Wyatt Kaiser,Blackhawks,2024-10-15,Away,18:11,0,0,0,1,1,0,1,1,0/0
Alec Martinez,Blackhawks,2024-10-15,Away,18:59,0,1,1,1,3,0,0,2,0/0
Connor Murphy,Blackhawks,2024-10-15,Away,17:17,0,0,-1,1,3,0,1,0,0/0
Alex Vlasic,Blackhawks,2024-10-15,Away,20:25,0,0,-1,1,4,0,1,0,0/0
Joey Anderson,Blackhawks,2024-10-17,Home,14:07,0,1,1,0,2,0,1,0,0/1
Connor Bedard,Blackhawks,2024-10-17,Home,21:53,0,2,1,3,0,0,3,1,4/7
Tyler Bertuzzi,Blackhawks,2024-10-17,Home,18:37,1,0,-1,1,0,0,1,0,0/0
Jason Dickinson,Blackhawks,2024-10-17,Home,15:17,1,0,1,1,1,0,0,1,5/14
