Player Name,Team,Date,Location,TOI,G,A,+/-,S,B,PM,TK,GV,FO
Oskar Back,Stars,2024-10-10,Away,09:04,0,0,0,0,0,0,0,1,1/4
Jamie Benn,Stars,2024-10-10,Away,17:34,0,0,-2,1,0,0,0,2,4/8
Colin Blackwell,Stars,2024-10-10,Away,10:35,0,0,0,0,0,0,0,1,3/7
Evgenii Dadonov,Stars,2024-10-10,Away,13:07,0,0,-2,3,0,0,0,1,0/0
Matt Duchene,Stars,2024-10-10,Away,16:19,0,1,-1,1,1,0,0,0,3/8
Roope Hintz,Stars,2024-10-10,Away,16:06,1,1,2,1,0,0,0,1,3/8
Wyatt Johnston,Stars,2024-10-10,Away,21:09,0,1,1,4,1,0,0,0,3/10
Mason Marchment,Stars,2024-10-10,Away,14:09,2,0,1,3,0,2,0,1,0/0
Jason Robertson,Stars,2024-10-10,Away,16:45,1,0,2,1,1,0,1,1,0/0
Tyler Seguin,Stars,2024-10-10,Away,15:30,0,1,1,0,0,0,0,2,1/6
Logan Stankoven,Stars,2024-10-10,Away,12:29,0,3,2,0,1,0,0,0,1/3
Sam Steel,Stars,2024-10-10,Away,12:35,0,0,-1,0,0,2,0,1,1/4
Mathew Dumba,Stars,2024-10-10,Away,18:28,0,0,2,0,2,4,0,2,0/0
Thomas Harley,Stars,2024-10-10,Away,19:23,0,1,0,4,2,0,0,1,0/0
Miro Heiskanen,Stars,2024-10-10,Away,23:31,0,0,2,0,1,0,1,1,0/0
Esa Lindell,Stars,2024-10-10,Away,21:45,0,0,-1,2,5,0,0,3,0/0
Nils Lundkvist,Stars,2024-10-10,Away,12:23,0,0,1,0,0,2,0,0,0/0
Ilya Lyubushkin,Stars,2024-10-10,Away,19:14,0,0,-2,0,1,0,0,1,0/0
Jamie Benn,Stars,2024-10-12,Home,15:02,1,0,1,2,1,0,0,1,6/11
Colin Blackwell,Stars,2024-10-12,Home,13:04,0,0,0,1,0,0,0,1,6/6
Oskar BÃ¤ck,Stars,2024-10-12,Home,11:10,0,0,0,1,0,0,0,0,0/0
Evgenii Dadonov,Stars,2024-10-12,Home,15:09,0,0,1,2,1,0,0,0,0/0
Matt Duchene,Stars,2024-10-12,Home,15:16,0,1,1,1,0,0,0,1,1/3
