Player Name,Team,Date,Location,TOI,G,A,+/-,S,B,PM,TK,GV,FO
Mikael Backlund,Flames,2024-10-09,Away,21:19,0,0,0,0,1,2,0,0,8/19
Blake Coleman,Flames,2024-10-09,Away,17:53,0,0,-2,2,2,0,0,0,1/2
Samuel Honzek,Flames,2024-10-09,Away,13:11,0,0,1,1,1,0,0,0,0/1
Jonathan Huberdeau,Flames,2024-10-09,Away,20:19,1,0,0,4,0,0,0,0,0/1
Nazem Kadri,Flames,2024-10-09,Away,21:50,0,2,1,2,0,0,1,0,17/27
Adam Klapka,Flames,2024-10-09,Away,08:48,0,0,0,1,1,4,0,0,1/1
Andrei Kuzmenko,Flames,2024-10-09,Away,15:22,0,1,1,2,0,0,0,0,0/0
Ryan Lomberg,Flames,2024-10-09,Away,10:54,0,0,-1,0,0,2,0,0,0/0
Anthony Mantha,Flames,2024-10-09,Away,16:27,1,1,2,1,0,7,0,0,0/1
Martin Pospisil,Flames,2024-10-09,Away,15:47,1,1,1,2,3,2,0,1,3/12
Kevin Rooney,Flames,2024-10-09,Away,01:03,0,0,0,0,0,0,0,0,0/0
Connor Zary,Flames,2024-10-09,Away,18:09,1,1,1,3,0,0,0,3,0/1
Rasmus Andersson,Flames,2024-10-09,Away,22:03,1,1,1,3,6,0,0,1,0/0
Kevin Bahl,Flames,2024-10-09,Away,18:16,0,1,1,0,1,0,0,0,0/0
Jake Bean,Flames,2024-10-09,Away,18:11,0,1,1,0,1,0,2,1,0/0
Daniil Miromanov,Flames,2024-10-09,Away,17:47,0,0,0,0,2,0,0,0,0/0
Brayden Pachal,Flames,2024-10-09,Away,18:19,0,1,0,0,1,0,0,1,0/0
MacKenzie Weegar,Flames,2024-10-09,Away,22:33,1,0,0,5,5,0,0,2,0/0
Mikael Backlund,Flames,2024-10-12,Home,19:03,1,0,0,4,0,2,0,0,12/24
Blake Coleman,Flames,2024-10-12,Home,20:13,0,1,0,6,0,0,0,2,1/1
Samuel Honzek,Flames,2024-10-12,Home,12:43,0,0,0,3,0,2,0,1,0/0
Jonathan Huberdeau,Flames,2024-10-12,Home,18:07,2,2,0,2,0,0,1,3,3/3
Nazem Kadri,Flames,2024-10-12,Home,19:03,2,0,0,3,2,0,0,1,3/14
Justin Kirkland,Flames,2024-10-12,Home,12:19,0,0,0,0,0,0,0,0,4/11
Adam Klapka,Flames,2024-10-12,Home,10:45,0,0,0,2,2,2,1,0,0/1
Andrei Kuzmenko,Flames,2024-10-12,Home,17:12,0,3,1,1,1,0,0,2,0/0
Ryan Lomberg,Flames,2024-10-12,Home,10:33,0,0,0,1,0,0,1,0,0/0
Anthony Mantha,Flames,2024-10-12,Home,11:07,0,1,1,3,0,0,0,1,0/0
Martin Pospisil,Flames,2024-10-12,Home,09:09,0,2,2,0,0,5,0,1,6/11
Connor Zary,Flames,2024-10-12,Home,18:46,0,1,1,2,1,2,1,1,1/1
Rasmus Andersson,Flames,2024-10-12,Home,21:54,0,0,1,0,3,0,1,1,0/0
Kevin Bahl,Flames,2024-10-12,Home,19:22,0,0,1,1,1,0,0,0,0/0
Jake Bean,Flames,2024-10-12,Home,14:38,0,1,0,2,2,0,0,5,0/0
Daniil Miromanov,Flames,2024-10-12,Home,18:51,0,0,1,1,2,0,0,0,0/0
Brayden Pachal,Flames,2024-10-12,Home,15:29,0,0,0,0,2,2,0,1,0/0
MacKenzie Weegar,Flames,2024-10-12,Home,23:21,1,1,2,1,1,0,0,2,0/0
Mikael Backlund,Flames,2024-10-13,Away,20:31,0,0,1,1,1,0,1,0,7/18
Blake Coleman,Flames,2024-10-13,Away,18:51,0,0,1,4,1,0,1,2,0/0
Matt Coronato,Flames,2024-10-13,Away,10:28,0,0,2,0,0,0,0,0,0/0
Samuel Honzek,Flames,2024-10-13,Away,11:24,0,0,0,2,0,0,0,2,0/0
Jonathan Huberdeau,Flames,2024-10-13,Away,17:27,0,0,1,0,2,0,0,2,1/1
Nazem Kadri,Flames,2024-10-13,Away,17:40,0,0,0,4,2,0,0,1,9/16
Justin Kirkland,Flames,2024-10-13,Away,09:29,1,0,2,1,0,0,0,1,3/9
Andrei Kuzmenko,Flames,2024-10-13,Away,15:58,0,0,0,1,2,2,0,0,0/0
Ryan Lomberg,Flames,2024-10-13,Away,10:46,0,0,2,1,0,0,0,0,0/1
Anthony Mantha,Flames,2024-10-13,Away,15:38,1,0,0,2,1,0,1,2,0/0
Martin Pospisil,Flames,2024-10-13,Away,13:47,0,1,0,2,1,0,0,1,3/7
Connor Zary,Flames,2024-10-13,Away,20:14,1,0,0,2,2,0,0,1,0/0
Rasmus Andersson,Flames,2024-10-13,Away,24:58,1,2,4,2,3,0,1,2,0/0
Kevin Bahl,Flames,2024-10-13,Away,23:51,0,1,2,3,0,0,0,2,0/0
Tyson Barrie,Flames,2024-10-13,Away,14:38,0,0,0,0,0,0,0,3,0/0
Daniil Miromanov,Flames,2024-10-13,Away,16:09,0,0,-1,1,3,0,0,0,0/0
Brayden Pachal,Flames,2024-10-13,Away,15:30,0,0,0,2,1,0,0,2,0/0
MacKenzie Weegar,Flames,2024-10-13,Away,20:41,0,0,1,1,2,0,0,2,0/0
Mikael Backlund,Flames,2024-10-15,Home,18:45,0,1,1,2,0,0,0,2,9/18
Blake Coleman,Flames,2024-10-15,Home,16:53,0,0,0,4,1,0,0,1,0/1
Matt Coronato,Flames,2024-10-15,Home,12:46,2,0,2,3,0,0,0,0,0/0
Samuel Honzek,Flames,2024-10-15,Home,13:48,0,0,-1,0,0,0,0,0,0/0
Jonathan Huberdeau,Flames,2024-10-15,Home,18:48,0,1,0,0,1,0,0,0,0/0
Nazem Kadri,Flames,2024-10-15,Home,17:04,0,0,-1,3,0,0,1,1,11/18
Justin Kirkland,Flames,2024-10-15,Home,11:56,0,1,1,1,3,0,1,0,8/15
Andrei Kuzmenko,Flames,2024-10-15,Home,13:49,1,0,-1,2,1,0,0,1,0/0
Ryan Lomberg,Flames,2024-10-15,Home,11:34,0,0,1,1,0,0,0,1,0/0
Anthony Mantha,Flames,2024-10-15,Home,16:02,0,0,1,1,0,0,1,0,0/1
Martin Pospisil,Flames,2024-10-15,Home,12:44,0,0,0,1,0,0,0,1,6/13
Connor Zary,Flames,2024-10-15,Home,17:06,0,1,0,0,1,0,1,4,0/0
Rasmus Andersson,Flames,2024-10-15,Home,23:09,0,1,1,1,3,2,0,4,0/0
Kevin Bahl,Flames,2024-10-15,Home,20:16,0,0,1,2,4,0,0,0,0/0
Jake Bean,Flames,2024-10-15,Home,16:47,0,0,0,0,1,0,0,0,0/0
Daniil Miromanov,Flames,2024-10-15,Home,18:10,0,0,0,0,2,0,1,0,0/0
Brayden Pachal,Flames,2024-10-15,Home,12:53,0,0,0,1,1,2,0,3,0/0
MacKenzie Weegar,Flames,2024-10-15,Home,23:58,0,0,0,4,3,0,0,1,0/0
Mikael Backlund,Flames,2024-10-19,Away,21:09,0,1,0,3,1,0,2,1,6/20
Blake Coleman,Flames,2024-10-19,Away,19:14,1,0,0,3,1,0,0,1,0/0
Matt Coronato,Flames,2024-10-19,Away,14:30,0,0,0,1,1,2,0,0,0/0
Jonathan Huberdeau,Flames,2024-10-19,Away,16:09,0,0,-1,1,1,2,0,1,0/1
Nazem Kadri,Flames,2024-10-19,Away,17:33,0,0,-1,6,0,4,0,0,14/21
Justin Kirkland,Flames,2024-10-19,Away,09:21,0,0,0,0,0,0,0,0,5/8
Adam Klapka,Flames,2024-10-19,Away,06:32,0,0,0,1,1,0,0,0,1/1
Andrei Kuzmenko,Flames,2024-10-19,Away,17:08,0,0,0,2,2,0,0,1,0/0
Ryan Lomberg,Flames,2024-10-19,Away,08:43,0,0,0,0,0,0,0,0,0/0
Anthony Mantha,Flames,2024-10-19,Away,13:43,0,0,0,0,2,0,0,0,0/1
Martin Pospisil,Flames,2024-10-19,Away,12:46,0,0,0,0,2,0,0,2,0/7
Connor Zary,Flames,2024-10-19,Away,15:11,0,0,0,1,2,0,0,1,1/2
Rasmus Andersson,Flames,2024-10-19,Away,25:24,0,0,-1,0,4,0,1,1,0/0
