Player Name,Team,Date,Location,TOI,G,A,+/-,S,B,PM,TK,GV,FO
John Beecher,Bruins,2024-10-08,Away,15:18,0,1,0,3,3,0,1,0,3/5
Justin Brazeau,Bruins,2024-10-08,Away,11:09,0,1,-2,0,2,0,0,0,0/1
Charlie Coyle,Bruins,2024-10-08,Away,16:56,0,0,-2,0,0,0,2,0,9/19
Trent Frederic,Bruins,2024-10-08,Away,14:00,1,0,-2,2,1,4,0,0,2/5
Morgan Geekie,Bruins,2024-10-08,Away,12:29,0,0,-1,1,0,0,1,1,2/3
Max Jones,Bruins,2024-10-08,Away,09:42,0,0,-1,0,0,4,0,0,0/0
Mark Kastelic,Bruins,2024-10-08,Away,11:17,0,0,0,1,1,5,0,0,7/11
Cole Koepke,Bruins,2024-10-08,Away,08:25,0,0,1,1,0,2,0,0,0/0
Elias Lindholm,Bruins,2024-10-08,Away,19:20,0,1,0,2,3,0,0,0,3/9
Brad Marchand,Bruins,2024-10-08,Away,17:02,0,0,-2,2,1,0,0,1,0/0
David Pastrnak,Bruins,2024-10-08,Away,19:31,1,0,-2,5,0,0,1,3,0/0
Pavel Zacha,Bruins,2024-10-08,Away,20:09,1,0,0,3,0,0,1,1,5/11
Brandon Carlo,Bruins,2024-10-08,Away,19:03,0,0,-2,0,4,0,0,3,0/0
Hampus Lindholm,Bruins,2024-10-08,Away,21:30,0,1,1,2,1,0,1,3,0/0
Mason Lohrei,Bruins,2024-10-08,Away,16:16,0,0,-3,2,2,0,0,1,0/0
Charlie McAvoy,Bruins,2024-10-08,Away,21:54,1,1,1,2,1,0,0,1,0/0
Andrew Peeke,Bruins,2024-10-08,Away,17:46,0,1,-1,1,2,0,0,1,0/0
Nikita Zadorov,Bruins,2024-10-08,Away,18:02,0,0,-1,1,1,4,1,2,0/0
John Beecher,Bruins,2024-10-10,Home,12:38,0,1,3,1,0,0,0,1,5/10
Justin Brazeau,Bruins,2024-10-10,Home,11:49,0,0,-1,1,1,0,0,0,1/2
Charlie Coyle,Bruins,2024-10-10,Home,20:35,0,0,-2,0,4,2,0,2,5/13
Trent Frederic,Bruins,2024-10-10,Home,13:31,0,0,-1,0,1,2,0,2,3/9
Morgan Geekie,Bruins,2024-10-10,Home,15:23,0,0,-1,3,0,0,0,1,1/1
Mark Kastelic,Bruins,2024-10-10,Home,10:43,2,0,3,3,3,0,0,1,5/6
